"City/Town/County","State","Lat","Long","Population","deaths","cases"
"Clinch","Georgia",30.91395822,-82.70432472,6618,46,2457
"Cobb","Georgia",33.94243204,-84.5761255,760141,2102,216663
"Coffee","Georgia",31.54892966,-82.8549206,43273,308,11781
"Colquitt","Georgia",31.18810588,-83.7677946,45600,278,13042
"Columbia","Georgia",33.54534185,-82.263524,156714,438,43298
"Cook","Georgia",31.16068491,-83.42947229,17270,83,5707
"Coweta","Georgia",33.35334302,-84.76129976,148509,527,41221
"Crawford","Georgia",32.71391813,-83.98061238,12404,64,2225
"Crisp","Georgia",31.92289565,-83.76811843,22372,146,5596
"Dade","Georgia",34.8549167,-85.50490424,16116,44,3942
"Dawson","Georgia",34.44244079,-84.16964071,26108,108,8345
"DeKalb","Georgia",33.76944049,-84.22396017,759297,1980,192315
"Decatur","Georgia",30.87967778,-84.57619536,26404,144,8566
"Dodge","Georgia",32.17265114,-83.16948926,20605,174,5942
"Dooly","Georgia",32.15630737,-83.79746561,13390,76,2844
"Dougherty","Georgia",31.53328528,-84.21722377,87956,577,24389
"Douglas","Georgia",33.70291126,-84.77026156,146343,462,43478
"Early","Georgia",31.32155345,-84.90255207,10190,65,3126
"Echols","Georgia",30.71101099,-82.89687287,4006,12,1059
"Effingham","Georgia",32.36616021,-81.34280942,64296,217,16399
"Elbert","Georgia",34.11302332,-82.83936148,19194,121,5334
"Emanuel","Georgia",32.59221302,-82.30239915,22646,168,6781
"Evans","Georgia",32.15328841,-81.8870105,10654,70,2836
"Fannin","Georgia",34.86430205,-84.316964,26188,180,5768
"Fayette","Georgia",33.41357794,-84.49089434,114421,387,29631
"Floyd","Georgia",34.26268279,-85.21577392,98498,572,32150
"Forsyth","Georgia",34.22604035,-84.1231513,244252,466,66837
"Franklin","Georgia",34.37525597,-83.23159927,23349,116,6176
"Fulton","Georgia",33.79216944,-84.46319413,1063937,2667,276219
"Gilmer","Georgia",34.69316688,-84.45802506,31369,199,8267
"Glascock","Georgia",33.22879932,-82.61297636,2971,31,727
"Glynn","Georgia",31.23279254,-81.53811412,85292,442,27259
"Gordon","Georgia",34.50487351,-84.87296253,57963,305,19761
"Grady","Georgia",30.87454847,-84.23418364,24633,114,6835
"Greene","Georgia",33.5769205,-83.17139104,18324,91,4758
"Gwinnett","Georgia",33.96044201,-84.02137802,936250,2122,257462
"Habersham","Georgia",34.63331566,-83.53094677,45328,290,11488
"Hall","Georgia",34.32207823,-83.81896936,204441,935,63629
"Hancock","Georgia",33.2721566,-82.99766919,8457,91,1945
"Haralson","Georgia",33.79602175,-85.21005667,29792,186,6292
"Harris","Georgia",32.73709786,-84.90538572,35236,125,7114
"Hart","Georgia",34.34626973,-82.96567682,26205,112,5609
"Heard","Georgia",33.29686567,-85.12886832,11923,62,2583
"Henry","Georgia",33.4533428,-84.1481466,234561,758,72008
"Houston","Georgia",32.45802497,-83.66879087,157863,545,49515
"Irwin","Georgia",31.60213036,-83.27501387,9416,57,2226
"Jackson","Georgia",34.13794553,-83.56814788,72977,314,24990
"Jasper","Georgia",33.31535543,-83.68844964,14219,83,3797
"Jeff Davis","Georgia",31.80405727,-82.6372487,15115,77,4357
"Jefferson","Georgia",33.05867328,-82.41609057,15362,122,4238
"Jenkins","Georgia",32.79248718,-81.96040187,8676,69,1789
"Johnson","Georgia",32.70211082,-82.66166794,9643,86,2645
"Jones","Georgia",33.02512137,-83.56019163,28735,127,6040
"Lamar","Georgia",33.07841647,-84.14263877,19077,131,5842
"Lanier","Georgia",31.0382857,-83.06472457,10423,32,2698
"Laurens","Georgia",32.46325233,-82.92221316,47546,330,16454
"Lee","Georgia",31.7793306,-84.14324253,29992,113,8668
"Liberty","Georgia",31.82588896,-81.49251135,61435,168,15774
"Lincoln","Georgia",33.79201475,-82.45024131,7921,40,1838
"Long","Georgia",31.75218791,-81.74952375,19559,36,3479
"Lowndes","Georgia",30.83568832,-83.27056716,117406,434,36984
"Lumpkin","Georgia",34.57286511,-84.00425681,33610,139,8941
"Macon","Georgia",32.35207048,-84.04234127,12947,54,2737
"Madison","Georgia",34.12920917,-83.21218732,29880,123,8025
"Marion","Georgia",32.3483402,-84.52733571,8359,57,1872
"McDuffie","Georgia",33.47851918,-82.48252774,21312,114,6165
"McIntosh","Georgia",31.49683595,-81.40163426,14378,39,2857
"Meriwether","Georgia",33.04163534,-84.68859732,21167,159,5576
"Miller","Georgia",31.16568912,-84.73151117,5718,32,2033
"Mitchell","Georgia",31.22483255,-84.19381821,21863,127,6277
"Monroe","Georgia",33.014289,-83.92097166,27578,185,7074
"Montgomery","Georgia",32.17201038,-82.53527476,9172,57,2329
"Morgan","Georgia",33.59232073,-83.49129491,19276,75,5534
"Murray","Georgia",34.78897608,-84.74993177,40096,206,13523
"Muscogee","Georgia",32.50931999,-84.87142262,195769,928,45908
"Newton","Georgia",33.55514538,-83.8454714,111744,498,30775
"Oconee","Georgia",33.83749973,-83.43679568,40280,117,10559
"Oglethorpe","Georgia",33.8786296,-83.08278123,15259,65,3758
"Out of GA","Georgia",0,0,0,1654,99220
"Paulding","Georgia",33.91969522,-84.86848792,168667,477,46667
"Peach","Georgia",32.56934316,-83.82937,27546,151,7951
"Pickens","Georgia",34.46589159,-84.46406611,32591,194,10130
"Pierce","Georgia",31.35928155,-82.21598442,19465,144,6431
"Pike","Georgia",33.09310242,-84.38790389,18962,109,6495
"Polk","Georgia",34.00267074,-85.18677781,42613,215,13752
"Pulaski","Georgia",32.23334561,-83.4754996,11137,84,2699
"Putnam","Georgia",33.32056115,-83.37552891,22119,115,5270
"Quitman","Georgia",31.86728114,-85.01773177,2299,5,551
"Rabun","Georgia",34.88389445,-83.40304637,17137,106,4116
"Randolph","Georgia",31.76622818,-84.75732369,6778,50,1825
"Richmond","Georgia",33.35777107,-82.07026432,202518,972,60659
"Rockdale","Georgia",33.65145002,-84.02202167,90896,351,23742
"Schley","Georgia",32.2654021,-84.31258912,5257,11,1412
"Screven","Georgia",32.74976524,-81.60779441,13966,76,3174
"Seminole","Georgia",30.93464824,-84.86823924,8090,39,2510
"Spalding","Georgia",33.26310031,-84.28013991,66703,452,19289
"Stephens","Georgia",34.55151201,-83.29405315,25925,183,7270
"Stewart","Georgia",32.07996777,-84.83208037,6621,36,3287
"Sumter","Georgia",32.03650571,-84.19821492,29524,190,8733
"Talbot","Georgia",32.69642758,-84.53351366,6195,35,1381
"Taliaferro","Georgia",33.56543317,-82.88136816,1537,4,337
"Tattnall","Georgia",32.04785085,-82.05539188,25286,144,5725
"Taylor","Georgia",32.55792548,-84.25077141,8020,53,2440
"Telfair","Georgia",31.92829517,-82.93491155,15860,90,3520
"Terrell","Georgia",31.77527543,-84.44069698,8531,71,2547
"Thomas","Georgia",30.86392347,-83.91847289,44451,235,13776
"Tift","Georgia",31.45743864,-83.5236119,40644,240,13823
"Toombs","Georgia",32.12059861,-82.32957247,26830,216,7999
"Towns","Georgia",34.91369188,-83.7410746,12037,127,3085
"Treutlen","Georgia",32.40422134,-82.56904553,6901,71,1882
"Troup","Georgia",33.03349196,-85.02812115,69922,426,18779
"Turner","Georgia",31.71612656,-83.62069378,7985,65,3186
"Twiggs","Georgia",32.67435595,-83.43078662,8120,74,1852
"Unassigned","Georgia",0,0,0,2,12410
"Union","Georgia",34.82995757,-83.98967069,24511,182,6138
"Upson","Georgia",32.87920671,-84.30024826,26320,259,9619
"Walker","Georgia",34.73376362,-85.30165174,69761,291,19976
"Walton","Georgia",33.78017694,-83.73552314,94593,480,26614
"Ware","Georgia",31.05449097,-82.42224148,35734,304,11350
"Warren","Georgia",33.41146451,-82.67795848,5254,35,1291
"Washington","Georgia",32.96711864,-82.79357039,20374,141,5134
"Wayne","Georgia",31.5521809,-81.91894878,29927,222,8867
"Webster","Georgia",32.04066113,-84.54742852,2607,10,545
"Wheeler","Georgia",32.12009104,-82.72574721,7855,39,1590
"White","Georgia",34.64624278,-83.74905525,30798,185,8336
"Whitfield","Georgia",34.80987459,-84.96093476,104628,494,39243
"Wilcox","Georgia",31.97496928,-83.43438555,8635,73,2414
"Wilkes","Georgia",33.78290391,-82.74286107,9777,55,2624
"Wilkinson","Georgia",32.80291082,-83.17140684,8954,67,2670
"Worth","Georgia",31.55162306,-83.85090513,20247,125,5532
NA,"Grand Princess",0,0,0,3,103
NA,"Guam",13.4443,144.7937,164229,420,61027
"Hawaii","Hawaii",19.60121157,-155.5210167,201513,237,42594
"Honolulu","Hawaii",21.45803166,-157.9712182,974563,1355,264197
"Kalawao","Hawaii",21.17882515,-156.9583592,86,0,0
"Kauai","Hawaii",22.03935037,-159.5966786,72293,50,19155
"Maui","Hawaii",20.86399628,-156.5689097,167417,185,45510
"Out of HI","Hawaii",0,0,0,14,9152
"Unassigned","Hawaii",0,0,0,0,0
"Ada","Idaho",43.4526575,-116.2415516,481587,1139,160373
"Adams","Idaho",44.89333571,-116.4545247,4294,16,819
"Bannock","Idaho",42.67002716,-112.2233311,87808,273,24459
"Bear Lake","Idaho",42.28269683,-111.3289238,6125,19,1155
"Benewah","Idaho",47.21754179,-116.6586851,9298,45,2770
"Bingham","Idaho",43.2167288,-112.3978437,46811,175,11205
"Blaine","Idaho",43.4085812,-113.9752658,23021,33,7310
"Boise","Idaho",43.98829931,-115.7309284,7831,14,1297
"Bonner","Idaho",48.29996017,-116.6017932,45739,201,10275
"Bonneville","Idaho",43.38713372,-111.6161537,119062,305,35614
"Boundary","Idaho",48.76684761,-116.4630179,12245,69,2416
"Butte","Idaho",43.72592209,-113.1735463,2597,12,555
"Camas","Idaho",43.46665742,-114.8065892,1106,2,182
"Canyon","Idaho",43.61970148,-116.7095499,229849,738,70696
"Caribou","Idaho",42.77149116,-111.5597683,7155,35,1664
"Cassia","Idaho",42.28347888,-113.6012409,24030,58,5610
"Clark","Idaho",44.28496071,-112.3505704,845,1,118
"Clearwater","Idaho",46.67459924,-115.6622393,8756,40,2693
"Custer","Idaho",44.24186819,-114.2855494,4315,9,707
"Elmore","Idaho",43.3507101,-115.4701578,27511,74,9096
"Franklin","Idaho",42.18332217,-111.8149666,13876,31,2594
"Fremont","Idaho",44.22800938,-111.4809943,13099,30,2415
"Gem","Idaho",44.06482372,-116.398376,18112,86,4263
"Gooding","Idaho",42.96927962,-114.8108306,15179,61,3932
"Idaho","Idaho",45.84721541,-115.4634436,16667,59,3601
"Jefferson","Idaho",43.82078483,-112.3131749,29871,69,6853
"Jerome","Idaho",42.68891267,-114.2655033,24412,68,7118
"Kootenai","Idaho",47.67282258,-116.7020872,165697,669,47262
"Latah","Idaho",46.81587887,-116.7113698,40108,57,7725
"Lemhi","Idaho",44.9438088,-113.9309747,8027,28,1796
"Lewis","Idaho",46.23315327,-116.434146,3838,32,1406
"Lincoln","Idaho",43.0012336,-114.1358773,5366,15,1300
"Madison","Idaho",43.78141028,-111.6538474,39907,58,13800
"Minidoka","Idaho",42.85518524,-113.6357257,21039,71,4821
"Nez Perce","Idaho",46.32638236,-116.7500975,40408,161,10618
"Oneida","Idaho",42.1949428,-112.5407838,4531,12,956
"Out of ID","Idaho",0,0,0,0,0
"Owyhee","Idaho",42.58016894,-116.1693871,11823,56,2613
"Payette","Idaho",44.00545243,-116.7647695,23951,92,6793
"Power","Idaho",42.69254894,-112.8395742,7681,20,1660
"Shoshone","Idaho",47.35364087,-115.8916749,12882,80,3119
"Teton","Idaho",43.75303583,-111.2056773,12142,9,2937
"Twin Falls","Idaho",42.35440512,-114.6685381,86878,315,28733
"Unassigned","Idaho",0,0,0,0,0
"Valley","Idaho",44.76728382,-115.5676773,11392,18,3146
"Washington","Idaho",44.45275475,-116.7847688,10194,61,2645
"Adams","Illinois",39.98815591,-91.18786813,65435,234,27974
"Alexander","Illinois",37.18049267,-89.32910838,5761,16,1574
"Bond","Illinois",38.88829622,-89.43534887,16426,31,5310
"Boone","Illinois",42.32359279,-88.82345779,53544,127,17550
"Brown","Illinois",39.96209138,-90.75068024,6578,17,2873
"Bureau","Illinois",41.40385234,-89.5283051,32628,136,10275
"Calhoun","Illinois",39.16840183,-90.66330078,4739,6,1900
"Carroll","Illinois",42.06823429,-89.93395545,14305,57,5022
"Cass","Illinois",39.96991073,-90.24734436,12147,38,5620
"Champaign","Illinois",40.13919438,-88.20046615,209689,315,86054
"Christian","Illinois",39.54581621,-89.27780482,32304,119,13026
"Clark","Illinois",39.33425789,-87.78705622,15441,54,5933
"Clay","Illinois",38.75388572,-88.48914513,13184,76,5921
"Clinton","Illinois",38.60704876,-89.42385254,37562,118,14392
"Coles","Illinois",39.51949084,-88.22358557,50621,189,18977
"Cook","Illinois",41.84144849,-87.81658794,5150233,15289,1533935
"Crawford","Illinois",39.0032229,-87.75954624,18667,50,7889
"Cumberland","Illinois",39.27432424,-88.2401158,10766,40,4004
"De Witt","Illinois",40.17514519,-88.90959682,15638,42,5211
"DeKalb","Illinois",41.89373302,-88.76958483,104897,217,32553
"Douglas","Illinois",39.76768052,-88.21854195,19465,63,7943
"DuPage","Illinois",41.85116968,-88.08642662,922921,1859,289813
"Edgar","Illinois",39.6809186,-87.74759563,17161,60,6660
"Edwards","Illinois",38.41353228,-88.05720863,6395,29,2125
"Effingham","Illinois",39.05935711,-88.58969584,34008,147,12823
"Fayette","Illinois",39.00072038,-89.02452658,21336,106,8753
"Ford","Illinois",40.59706922,-88.22350769,12961,71,5516
"Franklin","Illinois",37.99189086,-88.92567818,38469,186,15422
"Fulton","Illinois",40.47289135,-90.20862357,34340,139,12788
"Gallatin","Illinois",37.76430935,-88.22953869,4828,20,1850
"Greene","Illinois",39.35907414,-90.388865,12969,49,4281
"Grundy","Illinois",41.28569601,-88.41905692,51054,154,16326
"Hamilton","Illinois",38.08163641,-88.53883373,8116,32,2668
"Hancock","Illinois",40.40423981,-91.16313899,17708,52,5396
"Hardin","Illinois",37.51810645,-88.26873022,3821,20,1447
"Henderson","Illinois",40.81908672,-90.92491462,6646,19,1576
"Henry","Illinois",41.3533994,-90.13296166,48913,135,15932
"Iroquois","Illinois",40.74717633,-87.82466784,27114,131,8886
"Jackson","Illinois",37.78595185,-89.38232563,56750,143,20182
"Jasper","Illinois",39.01054275,-88.15437049,9610,33,3224
"Jefferson","Illinois",38.29980057,-88.9240025,37684,185,13589
"Jersey","Illinois",39.08869046,-90.35393073,21773,80,7873
"Jo Daviess","Illinois",42.36542373,-90.21094405,21235,46,5182
"Johnson","Illinois",37.45939802,-88.88165419,12417,44,5572
"Kane","Illinois",41.93842729,-88.42861412,532403,1216,166146
"Kankakee","Illinois",41.13746989,-87.86205334,109862,386,36784
"Kendall","Illinois",41.59081014,-88.42869583,128990,171,41814
"Knox","Illinois",40.93148779,-90.2133034,49699,245,16232
"LaSalle","Illinois",41.3442613,-88.88633881,108669,421,37187
"Lake","Illinois",42.3224907,-88.00367925,696535,1544,210403
"Lawrence","Illinois",38.71987914,-87.72884035,15678,45,6844
"Lee","Illinois",41.74583951,-89.29977132,34096,92,11614
"Livingston","Illinois",40.89188292,-88.55784752,35648,145,13246
"Logan","Illinois",40.12581572,-89.36638784,28618,101,12678
"Macon","Illinois",39.86064913,-88.96342505,104009,373,40343
"Macoupin","Illinois",39.26119767,-89.92424028,44926,149,16079
"Madison","Illinois",38.83042506,-89.90422563,262966,857,87637
"Marion","Illinois",38.64963204,-88.91899208,37205,223,14693
"Marshall","Illinois",41.0327901,-89.34510444,11438,34,3481
"Mason","Illinois",40.23917274,-89.91824452,13359,67,4730
"Massac","Illinois",37.22078441,-88.71036614,13772,73,4663
"McDonough","Illinois",40.45674722,-90.67775541,29682,109,9086
"McHenry","Illinois",42.32451172,-88.45248227,307774,525,98211
"McLean","Illinois",40.48996987,-88.84621113,171517,332,64188
"Menard","Illinois",40.02742725,-89.80246001,12196,29,4598
"Mercer","Illinois",41.20596782,-90.74290052,15437,51,4931
"Monroe","Illinois",38.27594376,-90.17761038,34637,135,11440
"Montgomery","Illinois",39.23198845,-89.47809254,28414,112,12176
"Morgan","Illinois",39.71654544,-90.20255104,33658,138,12381
"Moultrie","Illinois",39.64187451,-88.62099969,14501,51,4939
"Ogle","Illinois",42.04165196,-89.32184679,50643,141,17498
"Out of IL","Illinois",0,0,0,0,3
"Peoria","Illinois",40.78702156,-89.76078901,179179,579,59913
"Perry","Illinois",38.08510853,-89.36856219,20916,101,9157
"Piatt","Illinois",40.01360584,-88.59319339,16344,23,5584
"Pike","Illinois",39.62265059,-90.8877017,15561,70,6159
"Pope","Illinois",37.41391284,-88.56152109,4177,9,1266
"Pulaski","Illinois",37.22631423,-89.13085001,5335,23,2057
"Putnam","Illinois",41.2013541,-89.2869272,5739,11,1421
"Randolph","Illinois",38.05095369,-89.82512254,31782,135,12948
"Richland","Illinois",38.71240969,-88.08475366,15513,77,6317
"Rock Island","Illinois",41.46613806,-90.57042164,141879,519,42574
"Saline","Illinois",37.75332999,-88.54119706,23491,106,10361
"Sangamon","Illinois",39.75836914,-89.65872023,194672,445,76600
"Schuyler","Illinois",40.1571798,-90.61114163,6768,18,2474
"Scott","Illinois",39.6429169,-90.47814431,4951,14,1575
"Shelby","Illinois",39.39133527,-88.80611122,21634,81,7605
"St. Clair","Illinois",38.46996033,-89.93063427,259686,802,81204
"Stark","Illinois",41.09309773,-89.79745866,5342,39,1891
"Stephenson","Illinois",42.35129217,-89.662598,44498,189,15058
"Tazewell","Illinois",40.50716185,-89.51404662,131803,514,46151
"Unassigned","Illinois",0,0,0,5065,66
"Union","Illinois",37.47119609,-89.25548938,16653,70,6858
"Vermilion","Illinois",40.18417171,-87.73384359,75758,325,35285
"Wabash","Illinois",38.44272901,-87.84922065,11520,30,4837
"Warren","Illinois",40.84925021,-90.6147432,16844,93,5073
"Washington","Illinois",38.35309213,-89.40982703,13887,36,4140
"Wayne","Illinois",38.42955355,-88.42586459,16215,94,6611
"White","Illinois",38.08706198,-88.17657461,13537,55,5445
"Whiteside","Illinois",41.75509713,-89.91556058,55175,244,19530
"Will","Illinois",41.44619267,-87.97862712,690743,1693,216951
"Williamson","Illinois",37.73033511,-88.92994027,66597,275,28971
"Winnebago","Illinois",42.33641854,-89.16085327,282572,901,100711
"Woodford","Illinois",40.78579374,-89.20973757,38459,121,12654
"Adams","Indiana",40.7457653,-84.93671406,35777,120,8751
"Allen","Indiana",41.09194313,-85.06800636,379299,1284,124359
"Bartholomew","Indiana",39.20744865,-85.89558181,83779,270,26876
"Benton","Indiana",40.60626947,-87.31093999,8748,28,2985
"Blackford","Indiana",40.47388153,-85.32499702,11758,82,3701
"Boone","Indiana",40.0509304,-86.46841646,67843,204,17386
"Brown","Indiana",39.19605589,-86.22868909,15092,63,2984
"Carroll","Indiana",40.5807832,-86.56198812,20257,74,4926
"Cass","Indiana",40.76135835,-86.34830753,37689,182,14090
"Clark","Indiana",38.48015445,-85.70510334,118302,435,41291
"Clay","Indiana",39.39561833,-87.11723506,26225,101,8155
"Clinton","Indiana",40.30319754,-86.47277257,32399,146,10719
"Crawford","Indiana",38.28814402,-86.44518825,10577,41,3098
"Daviess","Indiana",38.70186039,-87.07185406,33351,165,9069
"DeKalb","Indiana",41.39804622,-84.99906934,43475,164,13654
"Dearborn","Indiana",39.14647946,-84.97333539,49458,150,16256
"Decatur","Indiana",39.30712658,-85.50087166,26559,155,8582
"Delaware","Indiana",40.22787247,-85.39732772,114135,503,30191
"Dubois","Indiana",38.36597551,-86.8792417,42736,179,15090
"Elkhart","Indiana",41.59761169,-85.85875695,206341,794,61477
"Fayette","Indiana",39.63684962,-85.17797541,23102,163,8378
"Floyd","Indiana",38.32117957,-85.90385377,78522,331,24235
"Fountain","Indiana",40.12361933,-87.24217689,16346,111,6424
"Franklin","Indiana",39.4142482,-85.06062647,22758,69,5205
"Fulton","Indiana",41.0469907,-86.26252745,19974,115,5774
